,Job Code,Job Title,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race
61,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,0.17266991264710083,0.15644872580079083,0.15217217944859324,0.015832905100804692
62,15-2011,Actuaries,0.09737298324261946,0.2462229290482619,0.11403308750383243,0.04306719322240557
63,15-2021,Mathematicians,0.0936911367725356,0.2732082441343624,0.12327293485584154,0.00395408245067501
64,15-2031,Operations Research Analysts,0.11984645433336927,0.20197710401652058,0.14448807168081335,0.01846107429902004
65,15-2041,Statisticians,0.12821988420603228,0.27477430813493786,0.09583208668412802,0.0026496814975742284
66,17-1011,"Architects, Except Landscape and Naval",0.10235730907357125,0.13116588504750734,0.10618460752840796,0.13818462993788
67,17-1012,Landscape Architects,0.14763107734314435,0.1029282186835765,0.09970488763623772,0.11407521692505959
68,17-1021,Cartographers and Photogrammetrists,0.14679669874923318,0.24442705587395303,0.049434474540368596,0.06723004687140254
69,17-1022,Surveyors,0.08154223047263333,0.19539430407456393,0.03692363745208035,0.17894804010340248
70,17-2011,Aerospace Engineers,0.1017448974100506,0.202959184611619,0.13067447987993136,0.048310512861278215
71,17-2021,Agricultural Engineers,0.09437225987269889,0.16622119491856718,0.10324878155929687,0.11800712700026769
72,17-2031,Bioengineers and Biomedical Engineers,0.0945156237185374,0.15881584435236398,0.1216055206365522,0.10798597521674314
73,17-2041,Chemical Engineers,0.06848778599452145,0.22753470498611067,0.10640908931853826,0.09038395859427868
74,17-2051,Civil Engineers,0.08146014620003542,0.17232775372238987,0.09176120666763302,0.1369190797996095
75,17-2061,Computer Hardware Engineers,0.12298166315845067,0.16385866629106163,0.11882408743818385,0.08631933433395404
76,17-2071,Electrical Engineers,0.11631687404351253,0.183726390920863,0.10155662442828722,0.09028624431592255
77,17-2072,"Electronics Engineers, Except Computer",0.09388654409719982,0.19091852230205889,0.09701861670593229,0.11428038775249172
78,17-2081,Environmental Engineers,0.1030185868142927,0.15976433660020212,0.10708989262309843,0.10826296976703981
79,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.08851354669287029,0.16946332506809633,0.10450610882066325,0.11797113070283358
80,17-2112,Industrial Engineers,0.14295712857217444,0.17875646999678985,0.09837839083919411,0.06604517318191572
81,17-2121,Marine Engineers and Naval Architects,0.0853013606886624,0.184690389980321,0.08455047906964906,0.13385257247459995
82,17-2131,Materials Engineers,0.08453997447868401,0.2105659349842316,0.0892420505826835,0.09827023592222278
83,17-2141,Mechanical Engineers,0.08629264248428092,0.19592677383642162,0.10525778430435215,0.10722526152905201
84,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.1023648674308537,0.17803277870721432,0.10310517974786956,0.10316208077065753
85,17-2161,Nuclear Engineers,0.09156892107452688,0.21951496863416986,0.10659688597397174,0.07874810742331798
86,17-2171,Petroleum Engineers,0.13316112241898337,0.1427338455403491,0.12012011078007613,0.0773629277928969
87,17-3011,Architectural and Civil Drafters,0.15472437554109386,0.21267933922673893,0.07210027070216221,0.08086677675117108
88,17-3012,Electrical and Electronics Drafters,0.2040551119438804,0.17983875255833973,0.05971710212156528,0.08531313353166871
89,17-3013,Mechanical Drafters,0.12904360119663097,0.17563715636298893,0.09725988220668723,0.10478746031663652
90,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.06367770610793039,0.28214608573305505,0.042360244659839515,0.12221975344394487
91,17-3022,Civil Engineering Technologists and Technicians,0.11701644034924616,0.22689783644894462,0.048650242594125453,0.11175229213967916
92,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.05868821533530209,0.23595363744915826,0.0563130954783324,0.15773550772352327
93,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.02587151231100331,0.2643839917597771,0.037481315143772904,0.1907140488686464
94,17-3025,Environmental Engineering Technologists and Technicians,0.07214089601256168,0.1908763748519606,0.04944154517316651,0.1829540342152656
95,17-3026,Industrial Engineering Technologists and Technicians,0.08469144220733307,0.20105689012108313,0.09083489054245067,0.11738809641720785
96,17-3027,Mechanical Engineering Technologists and Technicians,0.07135175877368025,0.24879114117045614,0.05268945347297274,0.12995978193607394
97,17-3031,Surveying and Mapping Technicians,0.0719240795776032,0.2695966433344712,0.03491377605686854,0.15074631951490353
98,19-1011,Animal Scientists,0.10072668200024908,0.16457889953573138,0.11073746889000721,0.09238389783340045
99,19-1012,Food Scientists and Technologists,0.08933509336425531,0.2173378042829808,0.10788596509899159,0.06716528431701947
100,19-1013,Soil and Plant Scientists,0.09015120723741797,0.17306419352738417,0.11517759823134456,0.09425032513917891
101,19-1021,Biochemists and Biophysicists,0.07599868512168674,0.2241199003645614,0.11189049722274555,0.06999809444230609
102,19-1022,Microbiologists,0.08174342859512823,0.26148749373473335,0.09158458431781176,0.05824362930911202
103,19-1023,Zoologists and Wildlife Biologists,0.12515389408807484,0.15190110505747947,0.0785510282342182,0.12140297341193527
104,19-1031,Conservation Scientists,0.1318870285659302,0.09068956113671799,0.07570189556257041,0.16756525818633705
105,19-1032,Foresters,0.0943549309033773,0.14134514981856827,0.0819641929188682,0.1582253936379504
106,19-1041,Epidemiologists,0.13237242935191498,0.19240574738306887,0.11941740810958348,0.03223273240663961
107,19-1042,"Medical Scientists, Except Epidemiologists",0.12612620212518466,0.2055277437246238,0.10280799455047226,0.047237688624049784
108,19-2011,Astronomers,0.10651512959812465,0.21556069570946035,0.1015766219224389,0.05755524324821244
109,19-2012,Physicists,0.11373681781427412,0.20741986608518867,0.1188089891769231,0.04002935353267742
110,19-2021,Atmospheric and Space Scientists,0.14730445241868936,0.18551727814751331,0.10545915735521649,0.04058498261475721
111,19-2031,Chemists,0.06639694062034428,0.28432372646713705,0.062131730758873294,0.09817306291896835
112,19-2032,Materials Scientists,0.08052133280663218,0.2401568833405449,0.10895163372263751,0.052343044479098204
113,19-2041,"Environmental Scientists and Specialists, Including Health",0.14457363748493982,0.18942338198026967,0.08977421370821771,0.06050838172051209
114,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.09184623221865786,0.20000627914350752,0.09715405033537433,0.08826693554181103
115,19-2043,Hydrologists,0.08967613030312929,0.21170131746229356,0.09774820640349673,0.0847811999991858
116,19-3011,Economists,0.1355261383290535,0.18088263406311114,0.14228592757372896,0.015261339019503915
117,19-3022,Survey Researchers,0.1395343877567031,0.19534139866201417,0.11030021038070528,0.04123354652638292
118,19-3031,"Clinical, Counseling, and School Psychologists",0.20523670844237152,0.08285352133783837,0.09451815098424804,0.07256924668286885
119,19-3032,Industrial-Organizational Psychologists,0.16877802916191875,0.11988833203916376,0.11265453544062465,0.06766804811607259
120,19-3041,Sociologists,0.16366803865996532,0.12136945752451268,0.1328393078962986,0.03442341529963906
121,19-3051,Urban and Regional Planners,0.15311899275376492,0.0969645557746201,0.10236947585990513,0.1147406985418292
122,19-3091,Anthropologists and Archeologists,0.11576553988176663,0.17383442441422153,0.10946040415865514,0.06494883366538656
123,19-3092,Geographers,0.12062608123146835,0.1965158091276666,0.12385667373305254,0.02926503176772437
124,19-3093,Historians,0.21268401791268918,0.12804172542557862,0.08781799683712332,0.02950904515425761
125,19-3094,Political Scientists,0.16938651182654216,0.11635822051743093,0.13001428238996116,0.03796218973209401
126,19-4010,Agricultural and Food Science Technicians,0.027232485240645934,0.3191271560112081,0.024326312412887255,0.1430301313348989
127,19-4021,Biological Technicians,0.07049622586143436,0.3177209986190045,0.04982552453797849,0.0682425772249637
128,19-4031,Chemical Technicians,0.03809415163676439,0.31101787239701073,0.06010897561430406,0.11140138308570523
129,19-4042,"Environmental Science and Protection Technicians, Including Health",0.09155782728439002,0.1906992580513976,0.0472903524315195,0.16312451427240635
130,19-4045,Geological and Petroleum Technicians,0.0842720075450268,0.2604030955671692,0.014230817557574056,0.16273120192792795
131,19-4051,Nuclear Technicians,0.044819823789750676,0.2875562159460979,0.02038662902013165,0.1605486326080317
132,19-4061,Social Science Research Assistants,0.19175629579791723,0.2255784545634815,0.07890519386145263,0.02361120680080364
133,19-4071,Forest and Conservation Technicians,0.05803293923681438,0.15675570983839077,0.03516119373922623,0.23423986694984122
134,19-4092,Forensic Science Technicians,0.09095010614247888,0.22387489465838006,0.0361303786778762,0.14301190027678504
135,19-5011,Occupational Health and Safety Specialists,0.08868605833693714,0.19515149901663553,0.08070089474030454,0.11955287789880648
136,19-5012,Occupational Health and Safety Technicians,0.09964631073545681,0.20190172433611867,0.05669138589102432,0.12812410166210608
137,21-1012,"Educational, Guidance, and Career Counselors and Advisors",0.1821505140634534,0.05807061979594121,0.1040441287906726,0.11351421178271308
138,21-1013,Marriage and Family Therapists,0.1675264044891774,0.11100429091373762,0.09543400642448041,0.09058866638916724
139,21-1015,Rehabilitation Counselors,0.2026260676680514,0.0761853595698159,0.08475414389811531,0.1028160001729368
140,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",0.18658282338671225,0.0793050315042917,0.09542501965661572,0.09949200339249772
141,21-1021,"Child, Family, and School Social Workers",0.1933058503607631,0.08220093561180462,0.07298101503710694,0.11959729361795732
142,21-1022,Healthcare Social Workers,0.17472180986544164,0.07453172111792626,0.07544523289415209,0.13755321149031494
143,21-1023,Mental Health and Substance Abuse Social Workers,0.17020118253884953,0.1120035212838126,0.08597934808799504,0.09793806069616119
144,21-1091,Health Education Specialists,0.16425146434445967,0.08730794717551423,0.09916001486793499,0.10282771546072408
145,21-1092,Probation Officers and Correctional Treatment Specialists,0.13598221320346288,0.11446959849741944,0.06181340851168523,0.1698724575309686
146,21-1093,Social and Human Service Assistants,0.21549824397583386,0.05986766770935413,0.06779293437309683,0.12468387172567824
147,21-2011,Clergy,0.19565630673976286,0.05180674883625333,0.09662534220942684,0.11011453330684949
148,21-2021,"Directors, Religious Activities and Education",0.19181448402322498,0.027206498993642764,0.09468816606531216,0.138952402171529
149,23-1011,Lawyers,0.18016995656477397,0.13653400241514305,0.09513443887049042,0.06774022989100989
150,23-1012,Judicial Law Clerks,0.23307458032769413,0.18556936022824133,0.06296812833322919,0.016115962467126377
151,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.1767748352247586,0.16600295330732004,0.07582978372505084,0.07185442777275751
152,23-1022,"Arbitrators, Mediators, and Conciliators",0.1787952808741278,0.11031664248473194,0.09117503777070954,0.08680916682365578
153,23-1023,"Judges, Magistrate Judges, and Magistrates",0.17850985695086677,0.1368654049599016,0.08825506936743968,0.07614889415890554
154,23-2011,Paralegals and Legal Assistants,0.30577183373545774,0.14877923565908674,0.04434297609465901,0.020086925906421794
155,23-2093,"Title Examiners, Abstractors, and Searchers",0.20946354804105508,0.26176184181342715,0.021622087657940596,0.035985822123842943
156,25-1011,"Business Teachers, Postsecondary",0.17073736175885643,0.08573415563937875,0.1456278813007712,0.04557704619791316
157,25-1021,"Computer Science Teachers, Postsecondary",0.15129478837471558,0.10531642583101003,0.13976336344620585,0.06471405287458677
158,25-1022,"Mathematical Science Teachers, Postsecondary",0.12246689253804123,0.14968689369680468,0.1453047401048579,0.0480262509083384
159,25-1031,"Architecture Teachers, Postsecondary",0.12586203049153652,0.09753881552294234,0.1352008899036961,0.09211131228391883
160,25-1032,"Engineering Teachers, Postsecondary",0.1209263234696674,0.14291520954603318,0.12953396788623417,0.06651956870815823
161,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.1406492290787767,0.09841054984148821,0.12150937146007315,0.09323846929236053
162,25-1042,"Biological Science Teachers, Postsecondary",0.13307501957181095,0.13722463081273656,0.1280212622379936,0.0561412606883136
163,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.14003258376891559,0.139322928882715,0.1039088144745243,0.07602449422764815
164,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.1553537965146644,0.11906794754908108,0.12792674018119848,0.05073482227911011
165,25-1052,"Chemistry Teachers, Postsecondary",0.14306795526306162,0.12309296418416454,0.14075785680451033,0.052108837179543926
166,25-1053,"Environmental Science Teachers, Postsecondary",0.13135555681222752,0.12282967610729459,0.13470325874109385,0.06311610986863311
167,25-1054,"Physics Teachers, Postsecondary",0.12252604479178981,0.14261818794907566,0.12807736728298863,0.06523465767441308
168,25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.1374185682842911,0.10395347354413274,0.1419484182489144,0.06585932473403541
169,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.16526666983628496,0.05440101859390812,0.15956928210821664,0.0642687660315605
170,25-1063,"Economics Teachers, Postsecondary",0.14458036708256905,0.13518292800258408,0.13047288682538122,0.04673759073397926
171,25-1064,"Geography Teachers, Postsecondary",0.16689796227743361,0.10924163147715779,0.12542518775500272,0.05029640671300862
172,25-1065,"Political Science Teachers, Postsecondary",0.16671045325306091,0.08674580991597917,0.138234534838101,0.05394990862472333
173,25-1066,"Psychology Teachers, Postsecondary",0.1605506659125418,0.08928539636441016,0.12719289767211495,0.06963620382531616
174,25-1067,"Sociology Teachers, Postsecondary",0.17290303424415393,0.1182417457170392,0.12492379151450309,0.03182150106287111
175,25-1071,"Health Specialties Teachers, Postsecondary",0.17931022401988997,0.08386914847886133,0.12280541474195047,0.06587168643143504
176,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.13361018156786508,0.13349822433799421,0.09315087154664539,0.10746051465890871
177,25-1081,"Education Teachers, Postsecondary",0.17867827288248403,0.08367762002131665,0.12401464887666097,0.0670861283064691
178,25-1082,"Library Science Teachers, Postsecondary",0.16015867466996622,0.12121097076753722,0.12492809988995138,0.046459764546934984
179,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.18192717498974792,0.05968330810715392,0.15296768062430965,0.04951070987795361
180,25-1112,"Law Teachers, Postsecondary",0.16830465169299244,0.07652102378557916,0.14183374045938962,0.05319676671663229
181,25-1113,"Social Work Teachers, Postsecondary",0.1584154239614432,0.08716975208329526,0.14952840179285776,0.04671307153784357
182,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.1559568268995009,0.03277868885946823,0.13662230208815865,0.11135365648484322
183,25-1122,"Communications Teachers, Postsecondary",0.1701921141909337,0.06717742233844395,0.1432931962552366,0.060977376084264984
184,25-1123,"English Language and Literature Teachers, Postsecondary",0.1691418133458996,0.06444806322656989,0.12768653957979345,0.0797604563857486
185,25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.2026270589487783,0.0299647634583562,0.16087607370793006,0.04612051329320983
186,25-1125,"History Teachers, Postsecondary",0.16535555192639134,0.11715464638181688,0.13028206123572655,0.03496952333378036
187,25-1126,"Philosophy and Religion Teachers, Postsecondary",0.16676974723372806,0.06864704251202045,0.1451715404782702,0.058467555886522964
188,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0.1900919112590235,0.048652099466233,0.14122480171565277,0.06934394335918559
189,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.1717915614179156,0.056094480233713356,0.12421769191463375,0.09577472753260721
190,25-1194,"Career/Technical Education Teachers, Postsecondary",0.1180566946663703,0.06653353293624542,0.11344096893468592,0.15446976912949562
191,25-2011,"Preschool Teachers, Except Special Education",0.14080252957209777,0.06865499314640747,0.07936800596013865,0.15555173525578833
192,25-2012,"Kindergarten Teachers, Except Special Education",0.1658393604181852,0.052445620397878964,0.10441291176419834,0.12270016405033163
193,25-2021,"Elementary School Teachers, Except Special Education",0.14231296120281206,0.09111786080563916,0.1114994292743158,0.10820863531436477
194,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.15628289632776046,0.08254564097554104,0.10449049314130066,0.11494999984544388
195,25-2023,"Career/Technical Education Teachers, Middle School",0.13464592980746737,0.09214138917057149,0.10041206639871011,0.13110033280249778
196,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0.14445518928630643,0.08193526201337353,0.13477337048597487,0.0902514544026874
197,25-2032,"Career/Technical Education Teachers, Secondary School",0.13076635838035505,0.1009697596882627,0.0995824478024436,0.12696855325819756
198,25-2057,"Special Education Teachers, Middle School",0.16367094360101847,0.08775178738586144,0.09130521065643743,0.11783975003692175
199,25-2058,"Special Education Teachers, Secondary School",0.15997161367315293,0.0916913802639407,0.1037435036505436,0.1036173468479542
200,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.16409150714560067,0.05413249463182045,0.14372412462955322,0.0736987266111244
201,25-3021,Self-Enrichment Teachers,0.17515107388205983,0.03828983468160298,0.07457418955612079,0.1340739826528834
202,25-4011,Archivists,0.17019607897950367,0.15304207427602143,0.06640495402551606,0.09345491715048403
203,25-4012,Curators,0.14457990386217667,0.1251625789092046,0.1101497102080489,0.08356489665322525
204,25-4013,Museum Technicians and Conservators,0.07064049104226791,0.23209982385110894,0.06703917170227675,0.09901111664956533
205,25-4022,Librarians and Media Collections Specialists,0.15070116025817476,0.1070379603454314,0.09722065012434297,0.11093600355990077
206,25-4031,Library Technicians,0.22760997967361507,0.1502204598604952,0.009219590111384526,0.12035280852784662
207,25-9021,Farm and Home Management Educators,0.15842726884904218,0.08252788417345025,0.10356852433546386,0.11430867522604249
208,25-9031,Instructional Coordinators,0.17026148507576655,0.09070076897132934,0.11963837912301023,0.08082437882604701
209,25-9044,"Teaching Assistants, Postsecondary",0.19078539682307466,0.035690721445503115,0.11429183192607498,0.10804139508744369
210,25-9045,Teacher Assistants,0.17597288434958752,0.03528790347289264,0.020716606527145968,0.22484352886067638
211,27-1011,Art Directors,0.1703625232967907,0.11757158482623874,0.09645886782608981,0.09365831791978653
212,27-1012,Craft Artists,0.04528775971272564,0.21375068578689177,0.0729703270323193,0.13878133192263917
213,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.050256202375546254,0.1591020756965167,0.11152092716320369,0.12968418882830263
214,27-1014,Special Effects Artists and Animators,0.16705693316616008,0.1260912638838166,0.08932439795726159,0.10472064243923163
215,27-1021,Commercial and Industrial Designers,0.1425100213503882,0.12013385917586078,0.11812326609530183,0.10439600450013806
216,27-1023,Floral Designers,0.1693477548230916,0.100180062039229,0.04357621471885351,0.1532728234163907
217,27-1024,Graphic Designers,0.14468871052415763,0.13205788001406646,0.13344856263395577,0.0607626379980786
218,27-1025,Interior Designers,0.16640378012765186,0.08882333850341524,0.08522340392764925,0.130805464583144
219,27-1026,Merchandise Displayers and Window Trimmers,0.045114367402605146,0.1230628107596787,0.04451129668813531,0.2419547619776684
220,27-1027,Set and Exhibit Designers,0.10089302622831456,0.12451029595175502,0.08900644892012968,0.15794141435108
221,27-2011,Actors,0.16893875114984513,0.04727331559431833,0.13311329710008193,0.09677078254573931
222,27-2012,Producers and Directors,0.19587680425981235,0.07476161508532363,0.09576510692491932,0.09933639940287867
223,27-2021,Athletes and Sports Competitors,0.0452689289619138,0.12111286921937152,0.034247575161237026,0.2675143234065257
224,27-2022,Coaches and Scouts,0.12654350680911686,0.06855350554604621,0.12342622389897046,0.13193083047747997
225,27-2023,"Umpires, Referees, and Other Sports Officials",0.02304776832294692,0.16028100025314296,0.040890988618822434,0.25314923200950934
226,27-2031,Dancers,0.02571376642736842,0.10264285024154758,0.025074328930369268,0.30624898753664914
227,27-2032,Choreographers,0.08318044180557932,0.07090644630291895,0.08288284392347962,0.21119707785862962
228,27-2041,Music Directors and Composers,0.1366141766546151,0.13269605020026995,0.1282700147290679,0.06667075441182597
229,27-2042,Musicians and Singers,0.08777243120209519,0.23923138253693918,0.09103522194049839,0.068207196581286
230,27-3011,Broadcast Announcers and Radio Disc Jockeys,0.19016792947791178,0.13208912651575125,0.07695767029471795,0.0749233395770986
231,27-3012,Public Address System and Other Announcers,0.16885502098842015,0.11842085267940602,0.06447153335986712,0.10403383704574781
232,27-3023,"News Analysts, Reporters, and Journalists",0.22072705644306861,0.12273243015625827,0.08081768025374203,0.043843732165391246
233,27-3031,Public Relations Specialists,0.21865787343526882,0.05823787506633524,0.1061566417766179,0.07696807811985289
234,27-3041,Editors,0.23672595367458796,0.11531636964207174,0.07855410158281939,0.06068721888215381
235,27-3042,Technical Writers,0.18277317450007924,0.22962021783863168,0.07750952264901287,0.024354207305571016
236,27-3043,Writers and Authors,0.23253712386077421,0.03534014075988851,0.17373171115908054,0.0030005881326389486
237,27-3091,Interpreters and Translators,0.182405935237354,0.200182966969801,0.0520502225121873,0.04243069808031745
238,27-3092,Court Reporters and Simultaneous Captioners,0.22242946376399195,0.24725316413329568,0.014092760397359263,0.04056659683422181
239,27-4011,Audio and Video Technicians,0.10324099324112855,0.21657074062469517,0.052157801507305035,0.1337127597467107
240,27-4012,Broadcast Technicians,0.08228745542086101,0.17362018834690984,0.05034565373928327,0.2040461142203335
241,27-4014,Sound Engineering Technicians,0.07627275350590804,0.2241230768278556,0.06980725680981484,0.12648014601844276
242,27-4021,Photographers,0.12292537597767393,0.09014003280398304,0.09193028288571392,0.15480833113241027
243,27-4031,"Camera Operators, Television, Video, and Film",0.06083489958157788,0.20287884962068475,0.024903482655358196,0.1999892953779592
244,27-4032,Film and Video Editors,0.1334511171841546,0.19887109976118397,0.08994106220194849,0.06248570423384432
